CUSTRECORD_EOS_DATE,CUSTRECORD_EOS_MEMO,BINNUMBER
06/28/2025 12:00:00 AM,"BD1 WO3701 VP28040 STATESIDE SURFSIDE TEA 4FLV 3X8 24PK **CARTON** ran with minor issues opened flap, some can crash, no other major issues.  Shift Production 3,744 Raven Uptime 86% //////////////////////////////////////////////////////////////////////////////////////////////////////////////////// ID1, WO3991 VP88001 PATCO KIRKLAND VODKA SELTZER 3-FLV 18PK, we ran well just couple first conveyor broke mechanic had to replaced, then issues with cartons open flaps please see Engineering Comments. Crew moved to BC1 while mechanic was repairing. Final Production 3,536 Raven Uptime 85% //////////////////////////////////////////////////////////////////////////////////////////////////////////////////// Flight-C1, WO3697 VP28079 STATESIDE SURFSIDE LEMONADE 4-FLV 3X8 24PK **CARTON**, we ran for couple hours while ID1 was getting repaired only no issues. Shift Production 520 Raven uptime 80%",BD1
06/28/2025 12:00:00 AM,"BS1 WO3892  VP28041 STATESIDE SURFSIDE TEA 4FLV 3X8 24PK **TRAY & SHRINK** the only issue line operators could not catch up with hand applying stickers, we did run better we also had some minor issues film jam. Shift Production 4,784 Raven Uptime",BS1
06/28/2025 12:00:00 AM,"Had an issues with the date coder going down, had maintenance clean the printer head. Then i had a driver leave early since he had an emergency. Slowed the line down drastically and also did a flavor C/O.",TP1
06/28/2025 12:00:00 AM,"Line ran well, minor issues with the film jamming up.",TA1
06/28/2025 12:00:00 AM,No machine issues - dekitting - 12m lost due to dekitting,RP1
06/28/2025 12:00:00 AM,"Pneumatic Separator Fault- 15 minutes lost We had too much back pressure, a case popped up and the cans jammed up the separator. Craig slowed down the M101 belt.  Date Code Quality/Rework Prep- 41 minutes lost The nozzle was cleaned out 4 times throughout the shift, we had a fault of high Viscosity. Craig was working on lowering it, but he kept getting pulled to the RP1 Vention. Since we had a lot of rework we stopped a few minutes to get it done.  Film Jam- 10 minutes lost The film didn’t stop, and it ran all the way, Craig and Joe had to run the film through the rollers.  Operator Error-2 minutes lost Associate accidently pressed an E-Stop.",RS1
06/28/2025 12:00:00 AM,"TD1: Line ran well, minor issues with the horizontal loader. Did a a single flavor C/O.   TD2: Line ran well. Had 2 flavor C/O and 1 date change. At SOS 1st shift driver staged the wrong cartons so we had to stop the line to clear out the cartons. 91% uptime.   FYI: Got closer to goal but driver built 4 pallets of 324 after the deadline. (1296)",TD1
06/28/2025 12:00:00 AM,The line ran well minimal issues only problem being the forklift driver cannot keep up due to being a new employee,TA1
06/28/2025 12:00:00 AM,The line ran well we experienced over 3 flavor changes this caused extra downtime.,TD1
06/28/2025 12:00:00 AM,The line struggled with new operators today it was a large training session ongoing today. Multiple date changes and a flavor change occured,TP1
06/28/2025 12:00:00 AM,"This run on TP1 we used LEAD HC from 2nd shift. No HC from 3rd shift was used to run TP1. We ran TP1 till first break to get some needed product worked. TP1 ran pretty well with trained and experienced workers on the line. Main problem this run for TP1 was waiting, whether it was waiting on palletizer or waiting on cases we took a pretty significant hit to waiting in proportion to uptime.  No major mechanical issues or staffing issues on TP1 tonight.",TP1
06/28/2025 12:00:00 AM,"We ran this while TD2 was down. Only problem here was the Film. It would jam due to the knife not cutting all the way across the impression. We had Maintenace change some of the blades, which helped, but the problem persisted after that.",TA1
06/29/2025 12:00:00 AM,"line ran well, we did take breaks and lunches together and had 3 flavor changes.",TP1
06/30/2025 12:00:00 AM,- BS1 WO3940 - Crew struggled to keep up with dekitting. - had some issues with the pneumatic separator catching cans and knocking them out of the tray,BS1
06/30/2025 12:00:00 AM,"- ID1 WO3701 - Crew started on a manual hand forming and filling run to finish off a small work order for Drayhorse before coming over to ID1. Production started on this line @7pm. - Lost some time due to sudden, persistent open flaps and partially crushed corners of the cases where the flap did not close along the perforation.   ---------------------------------------   - BD1 WO3908 - Transition plate for can loading does not support the length of the box. This is causing cans to tip over as they are getting loading due to not having support underneath causing excessive jams and cans to bounce back out.   ---------------------------------------   - Flight C1 WO3893 - No major issues with this line",BD1
06/30/2025 12:00:00 AM,"81.90% completion  96min case forming quality 6min WIP quality We ran production until we built the last full pallet, as there weren’t enough boxes to complete another.  we ran with 1HC less.  We encountered multiple issues with the boxes—both the bottom and top had to be manually folded at the case erector because the cartons were too stiff and lacked proper crease/score lines, making them too rigid to fold without pre-bending.  We also had ongoing issues with glue not adhering to the St. James cartons. Most cartons coming out of the case sealer required hand gluing, and even then, they didn’t bond well due to the carton material.",IP1
06/30/2025 12:00:00 AM,"98% uptime, the line was stopped at 9:47 to clean up the cardboard. We had a third driver in training. Case Sealer Down- 5 minutes lost The guide rails before going into the sealer moved twice, causing the box to go in at an angle and jamming up. The second time an associate tried pulling the box and it tore, cans were removed, and rails were tightened.  Case Erector Down- 2 minutes lost The magazine wasn’t aligned to the actual machine; Craig had to move it 2 centimeters outwards.",RP1
06/30/2025 12:00:00 AM,"BS1 WO3940  VP12035 WATERLOO COSTCO CORE#3 3-FLV 24PK (BLE/LLI/RNE), We had a late start up as line was not completely ready, we had to dekitting and load product, we did not have generic trays available, then mechanic had to do machine adjustments, Date coder printer was cutting off second line, mechanic had to replace with another one, line operators could not keep up filling up the trays, an excessive amount of stoppages. Raven Uptime49%",BS1
06/30/2025 12:00:00 AM,"Comments: BD1- #WO3908 VP58018 RYL 16 OZ 3 FLV 15PK  There was downtime due to this being the first time this product was run on the line, so adjustments were made at the start and during the shift. We also experienced a jam on the can transfer line, and occasionally the lid of the operator-side box would open.  Total produced: 5,292 cs -----------------------------------------------------------------------------------------------  BC1- #WO3893 VP28079 STATESIDE SURFSIDE LEMONADE 4 FLV 3X8 24PK **CARTON**  Good job! We had a minor issue sealing the boxes. The glue tank also shut off, causing an error, but this was quickly corrected.  Total production: 1,872 cs  ----------------------------------------------------------------------------------------------- ID1- #WO3991 VP88001: PATCO KIRKLAND VODKA SELTZER 3-FLV 18PK Total production: 1,029 cs #WO3701 VP28040 STATESIDE TEA SURFSIDE 4FLV 3X8 PACK OF 24 **CARTON** Total production: 1,144 cs  The PATCO order was completed. Since we were out of peach product, we proceeded to clean the line and move the crew to complete two pallets of spindrift on the manual line. The mechanics performed a configuration changeover to WO3701. The crew returned to the line, and adjustments were made to the line throughout the run.  #WO3631 VP13042: SPINDRIFT 4-FLV MIXED SHOPPABLE PALLET WITHOUT SHRINK (LEM, RL,LIM,GF) ------- 100cs #WO3961 VP13042: SPINDRIFT 4-FLV MIXED SHOPPABLE PALLET WITHOUT SHRINK (LEM, RL,LIM,GF)------- 100cs",BD1
06/30/2025 12:00:00 AM,Crew from ID1 started on Drayhorse Dirty Bird which required hand forming and filling of all cases. Small work order but very slow progress. Crew moved over to ID1 once completed @7pm.,Manual - Bristol
06/30/2025 12:00:00 AM,"Difficulties today at start up, training 6 new temps, awaiting materials (film and pallets) from Manna. Was able to find our rhythm but with half the team being new, we were unable to dig out of the deficit before the fire drill at 3pm today.",Flight - PP1
06/30/2025 12:00:00 AM,I majority of the downtime today was from air issues. We were down for 60 minutes right at the start of shift because of air issues. Had some can jams throughout the day that I cleared and got the machine back up. At 12:30 the air compressor faulted out. I reset it and started running again. However it faulted out again. Andrew drained the water out of the tank and is working on fixing the problem. I did crew down at 1:10 since the tech won't have it up and running before shift end.,Flight - C2(W)
06/30/2025 12:00:00 AM,"ID1, WO3991 BD1 VP88001 PATCO KIRKLAND VODKA SELTZER 3-FLV 18PK, we had a lot of issues with carton not opening causing can crashes, mis pick cartons all night long please see Engineering Comments. Shift Production 5,145 Raven Uptime 66% /////////////////////////////////////////////////////////////////////////////////////////// BC1-Flight-C1, WO3697/3893 VP28079 STATESIDE SURFSIDE LEMONADE 4-FLV 3X8 24PK **CARTON**, no major issues, on this line, just carton not opened, some crashes. Shift Production 1,352 Raven Uptime 81%",BD1
